Nome do alimento,Nível 1,Nível 2,Nível 3,Energia [kcal],Energia [kJ],Lípidos [g],Ácidos gordos saturados [g],Ácidos gordos monoinsaturados  [g],Ácidos gordos polinsaturados  [g],Ácido linoleico  [g],Ácidos gordos trans  [g],Hidratos de carbono  [g],Açúcares  [g],Oligossacáridos  [g],Amido  [g],Fibra   [g],Proteínas  [g],Sal   [g],Álcool  [g],Água  [g],Ácidos orgânicos  [g],Colesterol  [mg],Vitamina A   [µg],Caroteno  [µg],Vitamina D  [µg],alfa-tocoferol  [mg],Tiamina  [mg],Riboflavina  [mg],Niacina  [mg],Equivalentes de niacina  [mg],Triptofano/60  [mg],Vitamina B6  [mg],Vitamina B12  [µg],Vitamina C  [mg],Folatos  [µg],Cinza  [g],Sódio  [mg],Potássio  [mg],Cálcio  [mg],Fósforo  [mg],Magnésio  [mg],Ferro  [mg],Zinco  [mg],Selénio  [µg],Iodo  [µg]
"Batata assada com pele, sem sal (só a polpa)","Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Batatas e similares,90,383,0.0,0.0,0.0,0.0,0.0,0.0,19.2,1.2,0.0,18.0,1.7,2.5,0.0,0.0,75.8,0.0,0.0,0.0,0.0,0.0,0.1,0.19,0.02,1.4,1.8,0.4,0.37,0.0,13.0,28.0,0.8,9.0,480.0,9.0,44.0,14.0,0.2,0.2,,
Batata assada no forno,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Batatas e similares,159,670,4.8,0.6,2.5,1.6,1.61,0.0,24.8,1.6,0.0,23.2,2.1,3.2,1.4,0.0,62.9,0.0,0.0,0.0,0.0,0.0,1.82,0.23,0.03,1.7,2.58,0.77,0.51,0.0,15.9,35.0,2.25,540.0,580.0,12.0,54.0,21.0,0.3,0.3,,
Batata cozida,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Batatas e similares,87,368,0.0,0.0,0.0,0.0,0.0,0.0,18.5,1.2,0.0,17.3,1.6,2.4,0.3,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.02,1.3,1.9,0.6,0.38,0.0,11.0,21.0,0.66,100.0,370.0,9.0,38.0,13.0,0.2,0.2,,0.3
Batata crua,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Batatas e similares,90,382,0.0,0.0,0.0,0.0,0.0,0.0,19.2,1.2,0.0,18.0,1.6,2.5,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.06,0.21,0.02,1.4,2.0,0.6,0.44,0.0,14.0,35.0,0.74,9.0,450.0,9.0,42.0,13.0,0.2,0.2,,
Batata doce assada,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Raízes e tubérculos de vegetais tropicais,123,522,0.0,0.0,0.0,0.0,0.0,0.0,28.3,7.9,0.0,20.4,3.0,1.0,0.1,0.0,66.9,0.0,0.0,650.0,3900.0,0.0,5.1,0.17,0.0,0.6,0.9,0.3,0.09,0.0,25.0,13.0,0.74,23.0,390.0,27.0,36.0,16.0,0.4,0.3,,
Batata doce crua,"Raízes amiláceas ou tubérculos e seus produtos, plantas sacarinas",Raízes e tubérculos amiláceos,Raízes e tubérculos de vegetais tropicais,123,520,0.0,0.0,0.0,0.0,0.0,0.0,28.3,7.9,0.0,20.4,2.7,1.0,0.1,0.0,67.2,0.0,0.0,650.0,3900.0,0.0,4.6,0.17,0.0,0.5,0.8,0.3,0.09,0.0,25.0,17.0,0.67,21.0,350.0,24.0,32.0,14.0,0.4,0.3,,
"Batata estufada com cebola, azeite e óleo alimentar",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",97,406,3.1,0.4,1.5,1.1,1.09,0.0,14.5,1.2,0.1,13.1,1.4,2.0,0.8,0.0,77.6,0.0,0.0,5.0,27.0,0.0,1.26,0.16,0.02,1.1,1.57,0.46,0.32,0.0,11.3,21.0,1.43,320.0,370.0,13.0,36.0,14.0,0.2,0.2,,
Batata frita caseira (em palitos),Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",227,951,10.8,1.4,2.4,5.1,5.0,0.1,27.6,1.7,0.0,25.9,2.4,3.7,0.0,0.0,54.3,0.0,0.0,0.0,0.0,0.0,3.8,0.22,0.03,1.8,1.3,0.7,0.5,0.0,13.0,37.0,1.2,14.0,690.0,14.0,64.0,20.0,0.3,0.3,,
"Batata frita, de pacote (em rodelas)",Pratos compostos,"Produtos de cereais, sementes ou à base de raízes, fritos ou extrudidos","Batatas fritas, aperitivos e similares produzidos a partir de massa",543,2260,38.1,14.7,13.5,6.9,6.4,0.4,39.0,0.6,0.0,38.4,10.7,5.7,1.2,0.0,3.5,0.0,0.0,0.0,0.0,0.0,5.5,0.11,0.07,4.6,2.5,1.3,0.32,0.0,27.0,41.0,3.0,480.0,1060.0,21.0,150.0,45.0,1.6,1.7,,
"Batata, fécula","Ingredientes principais isolados, aditivos, aromas, fermentos e auxiliares tecnológicos",Amidos,Amido de batata,345,1470,0.3,0.0,0.0,0.2,0.1,0.0,85.0,3.1,0.0,81.9,0.1,0.5,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,5.9,0.1,0.05,0.0,0.0,1.0,0.3,4.0,35.0,6.0,35.0,6.0,0.2,0.2,,
"Bebida à base de soja com açúcar, com cálcio, sal e aromas","Produtos para dietas não padronizadas, substitutos de alimentos e suplementos alimentares",Substitutos de carne e produtos lácteos,Substitutos de produtos lácteos,53,220,2.1,0.3,0.5,1.3,1.1,0.0,4.2,4.0,0.2,0.0,1.2,3.6,0.4,0.0,88.5,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.04,0.1,1.0,0.9,0.04,0.0,0.0,17.0,0.61,170.0,130.0,120.0,48.0,18.0,0.6,0.3,,0.6
"Bebida à base de soja com açúcar, sal e aromas","Produtos para dietas não padronizadas, substitutos de alimentos e suplementos alimentares",Substitutos de carne e produtos lácteos,Substitutos de produtos lácteos,61,257,2.2,0.4,0.5,1.3,1.1,0.0,6.4,6.1,0.3,0.0,0.3,3.8,0.2,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.04,0.1,1.0,0.9,0.04,0.0,0.0,17.0,0.4,80.0,130.0,18.0,48.0,18.0,0.4,0.3,,0.6
"Bebida à base de soja natural, sem açúcar e sem sal","Produtos para dietas não padronizadas, substitutos de alimentos e suplementos alimentares",Substitutos de carne e produtos lácteos,Substitutos de produtos lácteos,37,154,2.2,0.4,0.5,1.3,1.1,0.0,0.4,0.2,0.2,0.0,0.3,3.7,0.1,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.04,0.1,1.0,0.9,0.04,0.0,0.0,17.0,0.4,30.0,130.0,18.0,48.0,18.0,0.4,0.3,,0.6
"Bebida refrigerante, cola",Água e bebidas à base de água,Bebidas à base de água,Refrigerantes,36,153,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,90.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0,1.0,6.0,10.0,1.0,0.0,0.0,,
"Bebida refrigerante, cola sem açúcar",Água e bebidas à base de água,Bebidas à base de água,Refrigerantes,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,5.0,1.0,4.0,8.0,1.0,0.0,0.1,,
"Bebida refrigerante, gasosa",Água e bebidas à base de água,Bebidas à base de água,Refrigerantes,28,119,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,9.0,1.0,5.0,0.0,0.0,0.0,0.0,,
"Bebida refrigerante, laranja",Água e bebidas à base de água,Bebidas à base de água,Refrigerantes,42,179,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,10.0,2.0,4.0,1.0,1.0,0.1,0.1,,
Beldroega crua,Produtos hortícolas e derivados,Hortícolas folhosos,Folhas do tipo espinafre,13,54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.5,1.0,0.1,0.0,95.0,0.0,0.0,478.0,2860.0,0.0,1.7,0.06,0.04,0.2,0.9,0.7,0.06,0.0,20.0,130.9,1.3,30.0,800.0,130.0,70.0,68.0,3.0,0.2,,4.0
Beringela crua,Produtos hortícolas e derivados,Frutos de hortícolas,Solanaceas,21,90,0.2,0.0,0.0,0.1,0.0,0.0,2.4,2.2,0.0,0.2,2.5,1.1,0.0,0.0,92.5,0.2,0.0,9.0,51.0,0.0,0.03,0.05,0.03,0.5,0.7,0.2,0.08,0.0,4.0,20.0,0.6,3.0,230.0,17.0,26.0,12.0,0.4,0.2,,
Beringela grelhada com azeite,Produtos hortícolas e derivados,Frutos de hortícolas,Solanaceas,99,410,7.1,1.0,5.3,0.6,0.417,0.0,4.3,3.9,0.0,0.4,4.4,2.0,1.1,0.0,78.9,0.4,0.0,16.0,91.0,0.0,1.0,0.07,0.05,0.8,1.24,0.36,0.11,0.0,4.4,17.0,2.07,420.0,400.0,30.0,46.0,24.0,0.7,0.4,,
Beterraba (raiz) cozida sem sal,Produtos hortícolas e derivados,Raízes e tubérculos (excluindo amiláceos e sacarinos),Beterrabas e similares,23,95,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,0.0,0.0,2.5,1.0,0.1,0.0,92.2,0.0,0.0,20.0,14.0,0.0,0.0,0.03,0.02,0.2,0.4,0.2,0.03,0.0,12.0,67.0,0.51,57.0,290.0,16.0,25.0,16.0,0.7,0.4,,
Beterraba (raiz) crua,Produtos hortícolas e derivados,Raízes e tubérculos (excluindo amiláceos e sacarinos),Beterrabas e similares,23,97,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,2.6,1.0,0.2,0.0,92.4,0.0,0.0,3.0,16.0,0.0,0.0,0.04,0.02,0.2,0.4,0.2,0.04,0.0,15.0,110.0,0.59,70.0,340.0,17.0,25.0,19.0,0.8,0.4,,
Bola de Berlim sem creme,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Pastelaria de massa levedada,402,1680,21.5,7.0,6.4,4.4,4.1,0.2,43.7,8.5,0.0,35.2,3.0,6.8,0.7,0.0,24.3,0.0,30.0,0.0,0.0,0.8,3.9,0.17,0.07,1.1,2.3,1.2,0.02,0.0,0.0,19.0,0.7,290.0,130.0,35.0,89.0,17.0,1.2,0.3,,
Bolacha Belga,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Biscoitos/bolachas,487,2050,19.6,9.5,5.6,2.0,1.9,0.1,70.1,28.4,0.0,41.7,1.0,7.1,0.1,0.0,1.1,0.0,16.0,0.0,0.0,0.0,1.4,0.11,0.16,1.2,2.6,1.4,0.06,0.0,0.0,13.0,1.03,54.0,170.0,12.0,85.0,26.0,1.0,0.6,,
Bolacha Cream cracker,Cereais e produtos à base de cereais,Pão e produtos similares,Bolachas e Grissinos,442,1860,16.2,6.9,5.3,2.4,2.4,0.2,61.6,0.0,0.0,61.6,3.1,10.8,0.9,0.0,3.5,0.0,0.0,0.0,0.0,0.0,1.3,0.15,0.15,0.9,3.1,2.2,0.06,0.0,0.0,14.0,1.79,370.0,120.0,28.0,98.0,25.0,1.4,0.6,,
Bolacha waffer baunilha,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Biscoitos/bolachas,564,2350,36.4,15.7,11.6,6.8,6.3,1.6,55.3,30.5,0.0,24.8,1.0,3.2,0.1,0.0,2.7,0.0,15.0,0.0,0.0,0.0,1.4,0.1,0.13,1.2,1.8,0.6,0.03,0.0,0.0,7.0,0.8,55.0,160.0,34.0,86.0,22.0,0.8,0.6,,
Bolacha água e sal,Cereais e produtos à base de cereais,Pão e produtos similares,Bolachas e Grissinos,450,1890,17.8,7.6,5.8,2.7,2.6,0.2,61.0,1.4,0.0,59.6,3.2,9.8,1.4,0.0,5.3,0.0,0.0,0.0,0.0,0.0,1.3,0.06,0.81,1.4,3.2,1.8,0.06,0.0,0.0,20.0,2.1,550.0,290.0,27.0,150.0,19.0,1.4,0.6,,
Bolacha aveia,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Biscoitos/bolachas,443,1860,18.3,8.0,5.8,3.4,3.2,0.8,57.5,3.0,0.0,54.5,4.0,10.0,3.1,0.0,5.5,0.0,8.0,0.0,0.0,0.0,2.1,0.32,0.09,0.7,3.0,2.3,0.1,0.0,0.0,26.0,4.7,1230.0,340.0,54.0,420.0,100.0,4.5,2.3,,
Bolacha chocolate,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Biscoitos/bolachas,469,1970,19.8,12.4,5.6,1.3,1.3,0.2,65.4,24.0,0.0,41.4,3.0,5.7,0.2,0.0,5.2,0.0,0.0,0.0,0.0,0.0,1.1,0.04,0.6,2.0,3.2,1.2,0.08,0.0,0.0,13.0,0.8,92.0,220.0,16.0,80.0,41.0,1.2,0.8,,
Bolacha integral (trigo),Cereais e produtos à base de cereais,Produtos de pastelaria fina,Biscoitos/bolachas,450,1890,15.6,7.0,5.0,2.9,2.7,0.7,65.6,3.0,0.0,62.6,6.0,8.8,1.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.3,0.22,0.05,2.4,4.0,1.6,0.16,0.0,0.0,23.0,1.5,630.0,150.0,96.0,150.0,43.0,2.2,1.0,,
Bolacha manteiga,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Biscoitos/bolachas,483,2030,21.3,11.3,4.9,0.9,0.8,0.7,65.2,18.3,0.0,46.9,3.0,6.2,0.1,0.0,3.4,0.0,81.0,47.0,0.0,0.0,0.5,0.18,0.08,0.9,2.2,1.3,0.07,0.0,0.0,9.0,0.89,41.0,120.0,32.0,120.0,25.0,1.4,0.7,,
Bolacha Maria,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Biscoitos/bolachas,436,1840,12.2,5.9,3.4,1.3,1.3,0.1,72.0,21.5,0.0,50.5,2.1,8.4,1.1,0.0,3.9,0.0,30.0,0.0,0.0,0.0,1.4,0.65,0.45,1.9,3.7,1.8,0.06,0.0,0.0,13.0,1.38,420.0,160.0,38.0,130.0,28.0,1.1,0.4,,
Bolacha torrada,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Biscoitos/bolachas,437,1840,14.4,7.0,4.0,1.6,1.5,0.1,68.5,20.5,0.0,48.0,2.1,7.3,0.4,0.0,6.4,0.0,0.0,0.0,0.0,0.0,1.4,0.45,0.6,1.9,3.4,1.5,0.06,0.0,0.0,12.0,1.26,140.0,130.0,39.0,110.0,16.0,0.9,0.6,,
Brandy,Bebidas alcoólicas,Bebidas espirituosas não açucaradas e licores,Bebidas espirituosas não açucaradas,246,1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brócolos cozidos,Produtos hortícolas e derivados,Couves de inflorescência,Brócolos e similares,27,114,0.7,0.1,0.1,0.3,0.1,0.0,1.3,1.0,0.2,0.1,2.3,2.8,0.3,0.0,91.9,0.0,0.0,114.0,687.0,0.0,1.1,0.06,0.04,0.6,1.1,0.5,0.09,0.0,18.0,47.0,0.97,100.0,240.0,56.0,39.0,12.0,1.0,0.5,,2.3
Brócolos crus,Produtos hortícolas e derivados,Couves de inflorescência,Brócolos e similares,32,134,0.8,0.1,0.0,0.4,0.1,0.0,1.5,1.2,0.2,0.1,2.6,3.4,0.0,0.0,91.1,0.0,0.0,178.0,1066.0,0.0,1.0,0.1,0.06,1.0,1.6,0.6,0.14,0.0,41.0,90.0,0.97,8.0,370.0,67.0,50.0,22.0,1.3,0.6,,
Bulgur,Cereais e produtos à base de cereais,Cereais e seus derivados primários,Sêmola,344,1460,1.9,0.3,0.4,1.0,1.0,0.0,65.6,2.7,0.0,62.9,8.0,12.1,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.04,0.47,2.37,1.9,0.26,0.0,0.0,27.0,1.25,9.5,350.0,28.0,220.0,68.0,1.9,2.2,,
Cacau em pó,"Café, cacau, chá e tisanas","Ingredientes para café, cacau, chá e tisanas de ervas",Ingredientes de cacau,358,1480,23.4,13.8,7.8,0.6,0.6,0.0,11.1,0.0,0.0,11.1,12.1,19.6,0.1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5,0.12,0.3,3.1,6.6,3.5,0.11,0.0,0.0,34.0,4.4,34.0,1840.0,110.0,550.0,410.0,5.8,1.9,,
Café solúvel em pó com cafeína,"Café, cacau, chá e tisanas","Ingredientes para café, cacau, chá e tisanas de ervas",Ingredientes de café,272,1140,0.5,0.2,0.0,0.2,0.2,0.0,41.1,3.0,0.0,0.0,21.5,14.9,0.1,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.21,25.0,28.0,3.0,0.0,0.0,0.0,0.0,9.1,42.0,3250.0,89.0,320.0,220.0,0.8,0.2,,
Café solúvel em pó descafeinado,"Café, cacau, chá e tisanas","Ingredientes para café, cacau, chá e tisanas de ervas",Ingredientes de café,274,1150,0.2,0.1,0.0,0.1,0.1,0.0,42.6,3.0,0.0,0.0,21.5,14.7,0.1,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,25.0,28.0,2.9,0.0,0.0,0.0,0.0,8.93,55.0,3420.0,97.0,370.0,270.0,1.3,0.2,,
"Café, infusão - bica (3 marcas)","Café, cacau, chá e tisanas","Bebidas quentes e similares (café, cacau, chá e tisanas de ervas)",Bebidas de café,4,16,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.4,0.0,0.0,96.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.52,3.0,270.0,3.0,11.0,10.0,0.0,0.0,,
"Café, infusão - café de cafeteira (3 marcas)","Café, cacau, chá e tisanas","Bebidas quentes e similares (café, cacau, chá e tisanas de ervas)",Bebidas de café,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.2,0.0,0.0,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.3,1.0,150.0,2.0,10.0,5.0,0.0,0.0,,
"Café, infusão - carioca (2 marcas)","Café, cacau, chá e tisanas","Bebidas quentes e similares (café, cacau, chá e tisanas de ervas)",Bebidas de café,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.2,0.0,0.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.2,2.0,110.0,1.0,5.0,5.0,0.0,0.0,,
"Café, infusão - valor médio (bica 60% e café de cafeteira 40%)","Café, cacau, chá e tisanas","Bebidas quentes e similares (café, cacau, chá e tisanas de ervas)",Bebidas de café,3,14,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.43,2.0,220.0,3.0,11.0,8.0,0.0,0.0,,
Canela moída,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Especiarias,Especiarias de cascas,315,1320,3.2,0.7,0.5,0.5,0.5,0.0,55.5,55.5,0.0,0.0,24.4,3.9,0.1,0.0,10.0,0.0,0.0,26.0,155.0,0.0,0.1,0.08,0.14,1.3,1.3,0.0,0.25,0.0,28.0,0.0,3.6,26.0,500.0,1230.0,61.0,56.0,38.0,2.0,,
Canónigos crus,Produtos hortícolas e derivados,Hortícolas folhosos,Alfaces e outros vegetais para salada,24,100,0.4,0.1,0.0,0.2,0.1,0.0,2.0,2.0,0.0,0.0,2.1,2.0,0.0,0.0,93.4,0.0,0.0,680.0,4070.0,0.0,0.3,0.08,0.08,0.4,0.5,0.1,0.19,0.0,39.0,94.2,0.65,9.5,380.0,32.0,52.0,13.0,3.1,0.5,,35.0
Carambola,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos diversos com casca comestível,40,171,0.3,0.0,0.1,0.1,0.1,0.0,7.1,6.9,0.0,0.2,1.7,0.5,0.0,0.0,91.0,1.3,0.0,8.0,49.0,0.0,0.0,0.03,0.03,0.4,0.5,0.1,0.0,0.0,27.0,0.0,0.4,3.0,150.0,5.0,15.0,7.0,0.6,0.1,,
Cardamomo verde,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Especiarias,Especiarias de frutos,335,1410,6.2,0.7,0.9,0.4,0.31,0.0,49.5,5.2,0.0,31.0,19.0,10.8,0.9,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.18,1.1,9.6,8.5,0.23,0.0,21.0,0.0,4.2,370.0,210.0,240.0,66.0,69.0,5.6,1.7,,
Caril em pó,"Temperos, molhos e condimentos",Temperos,Misturas de temperos,342,1420,13.8,2.0,5.0,2.0,1.8,0.0,25.2,25.2,0.0,0.0,33.2,12.7,0.1,0.0,9.5,0.0,0.0,50.0,594.0,0.0,22.0,0.25,0.28,3.47,3.47,0.0,1.15,0.0,11.4,154.0,5.6,52.0,1540.0,480.0,350.0,250.0,30.0,4.1,,
Castanha assada com sal,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,222,937,1.3,0.2,0.5,0.5,0.5,0.0,45.5,11.2,0.0,34.3,7.0,3.5,1.4,0.0,39.4,0.0,0.0,11.0,66.0,0.0,1.4,0.2,0.14,0.5,1.2,0.7,0.3,0.0,46.0,56.0,4.6,550.0,570.0,23.0,72.0,48.0,0.9,0.6,,
Castanha cozida sem sal,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,175,738,1.0,0.2,0.4,0.4,0.36,0.0,35.9,8.8,0.0,27.0,5.5,2.8,0.0,0.0,54.9,0.0,0.0,10.0,58.0,0.0,1.08,0.2,0.11,0.45,0.99,0.54,0.32,0.0,45.9,55.0,0.991,8.1,450.0,18.0,57.0,30.0,0.7,0.5,,
Castanha de caju torrada  e salgada,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,613,2540,50.0,9.9,28.9,8.9,8.7,0.0,19.4,5.9,0.0,13.5,3.3,19.6,0.8,0.0,3.2,0.0,0.0,1.0,6.0,0.0,1.2,0.42,0.16,1.6,6.5,4.9,0.41,0.0,0.0,68.0,4.5,320.0,700.0,37.0,490.0,250.0,5.7,5.7,,
"Castanha de caju torrada, sem sal","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,613,2540,50.0,9.9,28.9,8.9,8.7,0.0,19.4,5.9,0.0,13.5,3.3,19.6,0.0,0.0,3.2,0.0,0.0,1.0,6.0,0.0,1.2,0.42,0.16,1.6,6.5,4.9,0.41,0.0,0.0,68.0,2.5,10.0,700.0,37.0,490.0,250.0,5.7,5.7,,
Castanha do Brasil,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,690,2840,66.7,16.0,20.4,27.4,27.3,0.1,2.6,2.6,0.0,0.0,20.5,9.6,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,5.72,0.24,0.02,0.69,3.53,2.84,0.11,0.0,0.0,12.5,3.5,,650.0,170.0,710.0,380.0,2.5,4.1,180.0,10.0
Castanha pilada,"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias - Processadas",Derivados primários de frutos de casca rija e sementes semelhantes,341,1440,2.0,0.4,0.7,0.7,0.6,0.0,70.0,17.2,0.0,52.8,11.3,5.1,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,2.2,0.3,0.19,0.8,1.8,1.0,0.55,0.0,0.0,61.0,2.05,17.0,930.0,37.0,120.0,61.0,1.5,0.9,,
"Castanha, miolo","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias","Frutos de casca rija, sementes oleaginosas e frutos oleaginosos",Frutos de casca rija,194,819,1.1,0.2,0.4,0.4,0.4,0.0,39.8,9.8,0.0,30.0,6.1,3.1,0.0,0.0,48.5,0.0,0.0,11.0,64.0,0.0,1.2,0.22,0.12,0.5,1.1,0.6,0.35,0.0,51.0,61.0,1.1,9.0,500.0,20.0,63.0,33.0,0.8,0.5,,
Cebola cozida,Produtos hortícolas e derivados,Bolbos,Cebolas e similares,18,76,0.2,0.0,0.0,0.1,0.1,0.0,2.4,1.7,0.7,0.0,1.4,1.0,0.3,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.01,0.5,0.7,0.2,0.16,0.0,5.0,9.0,1.0,110.0,140.0,33.0,30.0,9.0,0.5,0.3,,1.7
Cebola crua,Produtos hortícolas e derivados,Bolbos,Cebolas e similares,20,86,0.2,0.0,0.0,0.2,0.1,0.0,3.1,2.2,0.9,0.0,1.3,0.9,0.0,0.0,93.8,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.01,0.6,0.7,0.1,0.2,0.0,8.0,17.0,0.7,10.0,210.0,31.0,30.0,12.0,0.5,0.3,,1.7
"Cebola doce, crua",Produtos hortícolas e derivados,Bolbos,Cebolas e similares,25,106,0.0,0.0,0.0,0.0,0.0,0.0,4.9,4.8,0.1,0.0,1.1,0.8,0.0,0.0,92.8,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.01,0.6,0.7,0.1,0.2,0.0,8.0,17.0,0.35,0.0,210.0,31.0,30.0,12.0,0.5,0.3,,1.7
Cebola frita com óleo alimentar,Produtos hortícolas e derivados,Bolbos,Cebolas e similares,138,573,11.2,1.3,2.3,7.2,7.2,0.0,6.2,4.4,1.8,0.0,2.6,1.9,0.1,0.0,76.7,0.0,0.0,0.0,0.0,0.0,2.3,0.08,0.02,0.6,1.0,0.4,0.2,0.0,10.0,24.0,1.4,40.0,420.0,62.0,60.0,24.0,1.0,0.6,,1.7
"Cebola roxa, crua",Produtos hortícolas e derivados,Bolbos,Cebolas e similares,43,180,0.0,0.0,0.0,0.0,0.0,0.0,8.6,5.9,0.9,0.0,2.7,0.7,0.0,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.01,0.6,0.7,0.1,0.2,0.0,8.0,17.0,0.47,0.0,210.0,31.0,30.0,12.0,0.5,0.3,,1.7
